66,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,27
0,85,2,3,1,2,0,0,0,1,0,1,1,3,1,0,0,0,0,0
0,1,85,7,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,7,79,4,2,2,0,0,0,0,1,4,0,0,0,0,0,0,0
0,3,3,6,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4,0,2,0,0,83,3,0,1,0,0,5,0,1,0,0,0,0,0
0,0,0,0,0,2,1,92,2,0,0,0,2,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,94,1,1,1,0,2,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,97,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,97,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2,0,1,0,0,0,93,0,1,0,0,1,0,1,1
0,1,0,4,1,0,3,1,0,0,1,1,86,0,1,0,0,0,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,96,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,0,0,1,1,91,0,2,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94,0,1,0,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,89,1,4,4
0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,92,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,71,15
23,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,0,15,53
