59,1,0,0,0,0,0,0,0,0,0,2,1,3,4,6,2,1,2,19
0,81,2,4,2,5,1,0,0,0,0,0,1,1,3,0,0,0,0,0
0,3,78,5,7,1,1,0,0,1,0,0,0,0,3,0,0,1,0,0
0,2,10,70,5,1,7,0,0,0,0,1,4,0,0,0,0,0,0,0
0,2,3,7,84,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
0,3,2,2,3,87,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,2,0,2,2,0,82,3,3,0,0,1,4,0,0,0,0,0,0,0
0,1,0,0,1,0,2,90,2,0,0,0,2,0,0,1,0,0,1,0
2,0,1,0,0,0,0,4,86,1,1,1,1,1,0,0,2,0,0,0
0,0,0,0,1,0,1,0,0,94,2,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,96,0,1,0,0,0,0,0,0,0
1,0,0,2,0,1,0,1,0,0,0,80,4,3,2,0,1,2,3,0
1,2,1,6,2,0,6,1,1,0,0,2,75,1,1,0,0,0,1,0
2,0,0,0,0,0,0,0,0,0,0,1,0,93,1,1,0,0,1,1
1,4,0,0,0,0,0,1,0,2,0,1,0,1,84,1,1,0,2,2
8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,77,0,3,4,5
0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,0,80,3,7,3
1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,86,7,1
3,0,0,0,0,1,2,0,1,1,0,1,0,1,1,2,14,11,55,7
24,0,0,0,0,0,0,0,1,1,0,0,0,1,1,14,11,0,9,38
