57,2,0,1,1,0,0,0,0,0,0,1,0,1,6,8,1,3,3,16
0,79,2,4,2,4,0,2,0,0,0,0,3,0,4,0,0,0,0,0
0,4,77,9,3,3,0,0,0,1,1,1,0,0,0,0,0,0,1,0
1,1,14,72,4,1,3,0,0,0,0,0,3,0,0,0,0,1,0,0
0,2,3,12,80,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,5,4,1,2,83,1,0,1,0,0,2,1,0,0,0,0,0,0,0
0,0,0,2,2,0,78,5,1,1,0,2,6,1,1,0,0,0,0,0
0,1,0,0,0,0,1,89,5,0,0,0,3,0,0,0,0,0,1,0
2,0,0,1,0,0,0,5,84,1,1,1,2,0,0,0,0,0,2,1
0,0,0,0,0,0,1,0,1,96,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,3,95,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0,1,0,0,82,1,3,2,0,3,1,4,0
0,0,1,7,3,0,7,4,0,0,0,0,71,2,0,0,2,0,1,2
2,1,0,0,1,0,0,0,0,0,0,0,1,93,1,1,0,0,0,0
1,4,0,0,0,0,0,0,0,1,0,0,1,2,84,1,1,1,2,2
10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,0,2,4,3
1,1,0,0,0,0,0,1,1,1,0,2,0,2,0,0,75,2,7,7
0,0,1,0,0,0,1,0,1,1,1,0,0,2,0,0,2,84,3,4
2,1,0,0,0,0,0,0,3,1,0,2,0,4,0,1,19,9,52,6
20,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11,11,1,10,44
