61,1,0,0,0,0,0,0,0,0,0,2,0,3,3,4,3,0,1,22
0,79,2,4,2,6,1,0,0,0,0,0,0,3,3,0,0,0,0,0
0,6,80,6,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,2,10,68,6,0,6,1,0,0,0,1,5,1,0,0,0,0,0,0
0,4,2,9,81,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,4,3,2,3,85,1,0,0,0,0,0,2,0,0,0,0,0,0,0
0,3,0,2,2,0,77,7,3,0,0,0,4,1,0,0,0,0,0,0
0,1,0,0,1,0,2,91,1,0,0,0,3,0,0,1,0,0,0,0
1,0,1,1,0,0,0,6,84,2,0,1,0,1,1,0,2,0,0,0
0,0,0,0,0,0,0,0,0,95,2,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,1,2,95,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,1,2,0,0,0,81,4,3,2,0,1,1,3,1
0,1,1,6,2,0,4,1,2,0,0,2,78,1,0,0,0,0,2,0
2,1,0,0,0,0,0,0,0,0,0,0,1,91,1,1,0,0,1,2
2,4,0,0,0,0,1,0,0,2,0,1,0,1,82,2,1,0,2,2
9,0,0,0,0,0,0,0,2,0,0,0,0,1,0,74,0,3,3,8
1,0,0,0,0,0,2,1,0,1,0,2,0,0,1,0,79,3,8,2
6,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,82,5,1
2,0,0,0,0,1,2,0,0,1,0,2,0,2,1,2,12,11,53,11
27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,11,1,10,36
