56,0,0,2,1,0,0,0,0,0,1,0,0,1,1,9,0,2,1,26
1,69,12,3,2,7,1,0,0,1,1,2,0,1,0,0,0,0,0,0
0,4,78,10,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,15,63,13,1,1,2,0,0,1,1,2,0,0,0,0,0,0,1
0,1,6,18,71,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0
0,4,10,0,6,75,1,0,0,1,0,1,1,0,1,0,0,0,0,0
0,2,4,11,6,2,59,5,0,2,0,3,3,0,1,0,0,1,0,0
0,1,2,1,2,2,0,81,6,1,0,0,2,0,0,0,1,0,1,0
0,1,1,0,1,0,1,4,84,2,1,1,2,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,90,8,1,0,0,0,0,0,0,0,1
0,0,0,0,2,0,1,0,0,1,93,1,1,1,0,0,0,0,0,0
0,0,2,2,4,0,0,1,0,0,0,85,0,1,0,0,1,0,3,1
0,1,2,15,5,1,1,2,3,0,1,1,62,0,4,0,1,0,1,0
3,1,2,0,5,0,0,1,2,0,0,0,1,77,1,1,0,0,5,1
2,2,2,1,2,3,1,1,0,1,0,0,1,1,78,0,2,1,0,2
8,0,0,1,0,1,0,0,1,1,0,0,1,0,0,80,0,3,2,2
0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,81,2,6,5
2,0,0,1,3,0,0,0,0,1,1,1,0,0,0,0,0,87,2,2
1,1,3,2,0,0,0,0,1,0,4,0,0,0,0,2,4,11,58,13
14,2,0,0,2,1,0,0,0,0,2,0,0,0,1,8,7,1,8,54
