50,2,0,1,0,0,0,0,0,0,1,0,0,1,2,12,1,4,4,22
0,78,5,7,1,4,0,1,0,0,0,0,0,3,1,0,0,0,0,0
0,9,74,6,4,2,0,0,0,2,0,0,0,1,1,0,1,0,0,0
0,4,5,75,7,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0
0,1,3,14,78,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
0,5,4,0,0,88,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,3,1,2,1,0,75,8,0,0,0,2,5,1,1,0,0,0,0,0
0,0,0,0,1,0,0,89,5,0,0,1,2,1,0,0,0,0,1,0
1,0,0,0,0,0,0,6,85,0,1,2,0,1,1,0,2,1,0,0
0,0,0,0,0,0,0,0,0,97,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,2,95,0,0,0,1,0,0,0,0,1
0,1,1,1,1,0,1,0,0,0,0,85,2,2,2,0,2,0,1,1
0,2,1,5,2,0,7,3,0,1,0,3,72,0,1,1,1,0,1,0
5,0,0,0,0,0,0,0,2,0,0,0,1,90,1,0,0,0,0,1
1,2,1,0,0,0,1,1,0,2,0,0,1,2,85,0,1,1,2,0
7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,86,0,2,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,79,3,9,5
0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,88,6,0
4,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,13,11,52,13
25,0,0,0,0,0,0,1,1,0,0,1,0,0,1,16,8,1,14,32
