53,0,0,0,0,0,0,0,0,0,0,0,1,2,3,9,0,4,4,24
0,75,3,6,0,5,0,1,0,0,0,0,1,4,5,0,0,0,0,0
1,5,82,6,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,2,9,73,6,1,6,0,0,0,0,0,2,0,1,0,0,0,0,0
0,1,4,16,72,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0
0,6,4,1,0,82,4,0,0,0,0,1,1,0,1,0,0,0,0,0
0,2,1,4,4,1,70,7,2,0,0,1,5,1,1,0,0,0,0,0
0,1,0,0,0,1,2,88,2,0,0,0,2,0,1,1,1,0,1,0
0,0,0,0,1,2,0,3,85,1,1,1,0,0,2,0,1,1,2,0
0,0,0,0,0,0,0,0,0,95,3,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,96,0,0,1,0,0,0,0,0,1
1,1,1,0,1,0,1,0,1,0,0,80,3,1,3,1,3,1,2,0
0,0,1,9,1,1,7,0,1,0,0,2,74,1,2,0,0,0,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,93,2,0,0,0,1,1
2,3,0,0,0,0,3,2,1,0,1,1,0,3,80,0,1,1,1,1
11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,80,0,3,4,0
0,1,0,0,0,0,0,1,0,1,0,3,0,1,1,0,82,1,6,3
0,1,1,0,0,0,1,0,0,0,0,3,0,0,1,1,1,81,9,1
1,0,0,0,0,0,1,0,1,2,3,2,0,3,1,0,15,10,45,16
30,0,0,0,0,0,1,0,0,0,0,0,1,1,2,17,7,0,14,27
