65,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,28
0,83,2,4,1,4,0,0,0,0,0,1,0,3,2,0,0,0,0,0
0,1,84,8,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,8,79,4,1,2,0,0,0,0,1,4,0,0,0,0,0,0,0
0,3,2,7,86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2,1,1,86,2,0,0,0,0,0,2,1,0,0,0,0,0,0
0,3,0,1,0,0,86,3,0,1,0,0,3,0,1,1,0,0,0,0
0,0,0,1,0,2,2,91,1,0,0,0,3,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,94,1,0,1,0,2,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,98,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,2,0,0,1,95,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,1,0,0,0,91,1,2,1,1,1,0,0,1
0,1,0,5,1,0,2,0,0,0,0,1,88,0,1,0,0,0,0,1
1,1,0,0,1,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0
2,1,1,0,0,0,0,0,0,0,0,0,1,1,90,0,2,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,1,0,2
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,86,0,6,5
0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,90,5,0
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,5,7,71,13
21,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,4,0,15,54
